"Date","RegionName","State","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-05-31,"Coshocton, OH","OH",541,890,0.0159817351598174,0.0289017341040462,0.0482921083627797,9118
2019-05-31,"Newton, IA","IA",542,1037,-0.0272045028142589,-0.0308411214953271,-0.0076555023923445,12744
2019-05-31,"Fremont, NE","NE",543,1134,-0.00874125874125874,-0.0139130434782609,0.00176678445229682,11206
2019-05-31,"Hutchinson, MN","MN",544,1244,-0.0326594090202177,-0.0378963650425367,0,12623
2019-05-31,"Batesville, AR","AR",545,831,-0.0212014134275618,-0.0393063583815029,-0.0177304964539007,8702
2019-05-31,"Owatonna, MN","MN",546,1277,-0.010077519379845,-0.011609907120743,0.0306698950766747,14035
2019-05-31,"Vidalia, GA","GA",547,1046,0.00191570881226054,0.00383877159309021,0.0264965652600589,7329
2019-05-31,"Laramie, WY","WY",548,1158,-0.00344234079173838,-0.00258397932816538,0.0122377622377622,11218
2019-05-31,"Plainview, TX","TX",549,921,0.0221975582685905,0.0325112107623318,0.0302013422818792,9732
2019-05-31,"Big Spring, TX","TX",550,1090,0.0302457466918715,0.0390848427073403,0.0541586073500967,10231
2019-05-31,"Laurinburg, NC","NC",551,872,0.0116009280742459,0.0198830409356725,0.0544135429262394,6065
2019-05-31,"Alexandria, MN","MN",552,1344,-0.00370644922164566,0.000744601638123604,0.0362374710871241,13207
2019-05-31,"Lebanon, MO","MO",553,770,-0.0203562340966921,-0.0517241379310345,-0.0505548705302096,9541
2019-05-31,"Coffeyville, KS","KS",554,696,0.0131004366812227,0.029585798816568,0.0773993808049536,12560
2019-05-31,"Seneca Falls, NY","NY",555,1311,-0.0172413793103448,-0.0179775280898876,-0.00304182509505703,9907
2019-05-31,"Sulphur Springs, TX","TX",556,1314,-0.0127723516153268,-0.0223214285714286,0.0115473441108545,7981
2019-05-31,"Martin, TN","TN",557,899,0,0.00334821428571429,0.063905325443787,12402
2019-05-31,"Arcadia, FL","FL",558,1313,0.00305576776165011,0.0107775211701309,0.0202020202020202,6813
2019-05-31,"Junction City, KS","KS",559,1006,-0.0069101678183613,-0.0069101678183613,-0.0580524344569288,10133
2019-05-31,"Butte, MT","MT",560,958,-0.00519210799584631,0.00104493207941484,0.145933014354067,11916
2019-05-31,"Angola, IN","IN",561,1120,-0.0017825311942959,-0.00884955752212389,-0.0192644483362522,13585
2019-05-31,"Dodge City, KS","KS",562,859,-0.00232288037166086,0.00116550116550117,-0.0304740406320542,8516
2019-05-31,"Emporia, KS","KS",563,767,0.00392670157068063,0.00921052631578947,0.0132100396301189,10078
2019-05-31,"Jackson, OH","OH",564,912,0.0122086570477248,0.0212765957446809,0.0754716981132075,5698
2019-05-31,"Taos, NM","NM",565,1259,-0.00395569620253165,-0.00395569620253165,0.0112449799196787,15309
2019-05-31,"Malvern, AR","AR",566,877,0,0.00228571428571429,0.0341981132075472,8354
2019-05-31,"Troy, AL","AL",567,988,-0.00503524672708963,-0.00202020202020202,0.0227743271221532,5883
2019-05-31,"Cambridge, MD","MD",568,1327,-0.00225563909774436,-0.00450112528132033,0.0326848249027237,20451
2019-05-31,"Vernal, UT","UT",569,912,0.00996677740863787,0.0178571428571429,0.0247191011235955,9926
2019-05-31,"Kingsville, TX","TX",570,1118,0,0.000895255147717099,0.0380687093779016,6437
2019-05-31,"Madison, IN","IN",571,955,0.0159574468085106,0.0257787325456498,0.0170394036208733,9502
2019-05-31,"Hastings, NE","NE",572,1028,-0.0237416904083571,-0.0374531835205993,-0.0747074707470747,8522
2019-05-31,"Albert Lea, MN","MN",573,990,-0.0149253731343284,-0.0397672162948594,-0.0406976744186047,13504
2019-05-31,"Lincoln, IL","IL",574,969,0,0.0031055900621118,0.0189274447949527,8823
2019-05-31,"Jesup, GA","GA",575,1069,0.00281425891181989,0.00564440263405456,0.0429268292682927,6557
2019-05-31,"Alpena, MI","MI",576,876,-0.00792751981879955,-0.00567536889897843,0.0354609929078014,16712
2019-05-31,"Silver City, NM","NM",577,914,-0.01931330472103,-0.0235042735042735,0.156962025316456,8367
2019-05-31,"Washington Court House, OH","OH",578,980,0.00307062436028659,0.00823045267489712,0.0144927536231884,8105
2019-05-31,"Van Wert, OH","OH",579,953,0.00846560846560847,0.0192513368983957,0.0624303232998885,9030
2019-05-31,"Ludington, MI","MI",580,1007,-0.000992063492063492,-0.00297029702970297,0.0161453077699294,16204
2019-05-31,"Hays, KS","KS",581,1113,-0.00447227191413238,-0.00890471950133571,0.0229779411764706,8852
2019-05-31,"Hailey, ID","ID",582,1503,-0.00660938532716457,0.00133244503664224,0.00467914438502674,12128
2019-05-31,"Great Bend, KS","KS",583,707,-0.0207756232686981,-0.0301783264746228,-0.0598404255319149,9750
2019-05-31,"Weatherford, OK","OK",584,944,0.0183387270765912,0.0294438386041439,0.0238611713665944,8686
2019-05-31,"Grants, NM","NM",585,947,-0.0257201646090535,-0.0297131147540984,0.0182795698924731,4122
2019-05-31,"Thomaston, GA","GA",586,919,0.0143487858719647,0.0268156424581006,0.0824499411071849,9706
2019-05-31,"Mountain Home, ID","ID",587,1054,0,0.00476644423260248,0.0571715145436309,9863
2019-05-31,"Altus, OK","OK",588,672,0.0014903129657228,0.0014903129657228,-0.0614525139664804,9279
2019-05-31,"Toccoa, GA","GA",589,1110,0.018348623853211,0.0306406685236769,0.099009900990099,8240
2019-05-31,"Ottawa, KS","KS",590,938,-0.00635593220338983,-0.00740740740740741,-0.0269709543568465,7426
2019-05-31,"Marshall, MN","MN",591,1139,-0.032285471537808,-0.0428571428571429,-0.00524017467248908,8224
2019-05-31,"La Grande, OR","OR",592,1335,-0.0169366715758468,-0.0234089246525238,0.0478806907378336,7255
2019-05-31,"Greensburg, IN","IN",593,1029,0.0108055009823183,0.016798418972332,0.0157946692991115,8611
2019-05-31,"Mexico, MO","MO",594,867,-0.0136518771331058,-0.0225479143179256,0.0104895104895105,7951
2019-05-31,"Moberly, MO","MO",595,859,-0.00578703703703704,-0.00808314087759815,0.0201900237529691,6908
2019-05-31,"The Dalles, OR","OR",596,1513,0.00132362673726009,0.0039814200398142,0.0784034212401996,8074
2019-05-31,"Deming, NM","NM",597,897,-0.0344456404736276,-0.0497881355932203,0.0755395683453237,5322
2019-05-31,"Fallon, NV","NV",598,1408,0.00715307582260372,0.0151405912040375,0.0906274206041828,5959
2019-05-31,"Fredericksburg, TX","TX",599,1662,-0.00359712230215827,-0.00716845878136201,0.000602046959662854,5611
2019-05-31,"Campbellsville, KY","KY",600,923,-0.0159914712153518,-0.0180851063829787,0.0560640732265446,7020
2019-05-31,"Connersville, IN","IN",601,763,0.0159786950732357,0.0255376344086021,0.0807365439093484,8461
2019-05-31,"Cordele, GA","GA",602,955,0.0159574468085106,0.031317494600432,0.0575858250276855,4925
2019-05-31,"Wahpeton, ND","ND",603,1015,-0.0478424015009381,-0.0360873694207028,-0.00684931506849315,8653
2019-05-31,"Mitchell, SD","SD",604,971,-0.0499021526418787,-0.0699233716475096,-0.112431444241316,6256
2019-05-31,"Pampa, TX","TX",605,992,0.00404858299595142,0.00506585612968592,-0.0148957298907646,6170
2019-05-31,"Brookings, OR","OR",606,1515,-0.0091563113145847,-0.0110966057441253,0.0167785234899329,8336
2019-05-31,"Hood River, OR","OR",607,1825,-0.00761283306144644,-0.00761283306144644,0.021264689423615,7304
2019-05-31,"Beatrice, NE","NE",608,1039,-0.0225776105362183,-0.0298786181139122,-0.0571687840290381,6497
2019-05-31,"Elk City, OK","OK",609,850,0,0.00117785630153121,0.00830367734282325,6658
2019-05-31,"Dumas, TX","TX",610,1069,0.0278846153846154,0.0439453125,0.0229665071770335,5407
2019-05-31,"Price, UT","UT",611,1102,-0.0134288272157565,-0.0151921358355675,0.137254901960784,7239
2019-05-31,"Worthington, MN","MN",612,1041,-0.0298229263746505,-0.0414364640883978,0.0462311557788945,5621
2019-05-31,"Pierre, SD","SD",613,1200,-0.00497512437810945,-0.004149377593361,-0.00662251655629139,5067
2019-05-31,"Prineville, OR","OR",614,1434,-0.0151098901098901,-0.0191518467852257,0.0191897654584222,7355
2019-05-31,"Woodward, OK","OK",615,914,-0.00327153762268266,0.0055005500550055,-0.0245464247598719,6937
2019-05-31,"Othello, WA","WA",616,1295,0.0220994475138122,0.036,0.0368294635708567,3356
2019-05-31,"Los Alamos, NM","NM",617,1468,0.0117160578911096,0.0215727209464161,0.00824175824175824,7790
2019-05-31,"Atchison, KS","KS",618,858,0.0141843971631206,0.0165876777251185,0.0202140309155767,6497
2019-05-31,"Snyder, TX","TX",619,1012,0.0170854271356784,0.0232558139534884,0.0191339375629406,4812
2019-05-31,"Fairfield, IA","IA",620,922,-0.0212314225053079,-0.0315126050420168,-0.0658561296859169,4186
2019-05-31,"Winnemucca, NV","NV",621,1399,0.0204230488694384,0.0347633136094675,0.104183109707972,2498
2019-05-31,"Sweetwater, TX","TX",622,990,0.0050761421319797,0.00917431192660551,0.0185185185185185,5346
2019-05-31,"Andrews, TX","TX",623,1286,0.0182106096595408,0.0279776179056755,0.0102120974076984,3766
2019-05-31,"Pecos, TX","TX",624,1036,0.0277777777777778,0.0433031218529708,0.0746887966804979,2374
2019-05-31,"Vernon, TX","TX",625,986,0.0081799591002045,0.0112820512820513,0.0123203285420945,4101
