"RegionID","RegionName","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05"
40,"New Jersey",11,239300,239000,238600,238100,237600,237300,237100,237100,237600,238500,239200,239800,240500,241200,241900,242500,243200,243900,244600,245400,246200,247200,247900,248500,249000,249700,250400,251300,252400,253600,255100,256600,258300,260100,261900,263700,265600,267600,269700,271800,274000,276200,278500,280900,283800,287000,290200,293300,296600,299900,303200,306500,309900,313200,316500,319800,323300,326700,330100,333400,336600,339700,342900,346100,349400,352700,356100,359600,363100,366700,370100,373400,376700,380000,383400,386900,390700,394800,399100,403600,408300,412800,417200,421600,425900,430200,434500,438600,442400,445900,449400,453000,456600,460400,464600,469000,473900,479100,484800,491000,497300,503700,509900,515900,521700,527300,532600,538200,544300,550500,556700,563000,569100,575100,580900,586200,591200,595600,599300,602800,606000,608400,609900,610600,610300,609300,607700,605500,603400,601600,599800,598400,597300,595700,593400,591000,588400,586100,583900,581700,579700,577700,575300,573000,570600,567300,563300,559100,554800,550800,547300,543900,540900,537900,534700,531300,527700,523200,518600,515300,513300,512400,512100,512200,511400,511100,512800,511900,507500,505100,505200,504300,502700,500700,498500,496100,493500,491000,488000,486000,485700,485200,484000,482900,481200,479000,477000,475100,473300,471300,469100,467800,467900,468000,467800,467500,467800,468100,468000,468200,468900,469500,470300,471600,473000,474800,476800,479300,481900,484100,486300,488900,491400,493500,495100,496400,497400,498000,499000,500400,501500,502500,503600,504600,505300,506200,506800,507200,507700,508800,510000,511200,512200,513200,513900,514300,515200,516200,516800,517200,517600,518100,519000,519800,520400,520900,521700,522600,523800,524600,525700,528700,534000,539000,542600,545300,548200,550900,552900,554000,554900,557100,559800,561900,563100,564500,566100,567100,567700,568700,569900,570900,571500,572500,573800,574400,574100,572900
56,"Virginia",12,199200,199300,199300,199500,199800,200200,200800,201400,202100,202900,203500,203800,203900,204000,204100,204100,204200,204400,204800,205300,206100,207200,208200,209200,210400,211600,212900,214200,215500,216900,218200,219500,220800,222100,223200,224200,225100,225900,226800,227800,228900,230100,231600,233200,235200,237300,239400,241300,243200,245100,247000,249100,251300,253700,256300,259100,262100,265200,268100,270800,273500,276100,278700,281300,283900,286700,289500,292500,295600,298700,301800,304700,307600,310400,313200,316100,319200,322300,325600,328900,332200,335500,338700,342000,345300,348600,352000,355400,359000,362800,367000,371400,376200,381200,386700,393000,400300,408500,417600,427100,436500,445400,453700,461200,468500,475400,482500,490100,498500,507100,515500,523300,530000,535700,540300,543800,546700,548800,550100,550400,549700,547900,545200,541700,537700,533500,529700,526400,523900,522300,520700,519100,517100,514500,511100,507200,503100,499000,494800,490400,485900,481500,476700,471500,466100,460500,455100,450600,447200,444700,442400,440300,438500,436800,434700,432000,428800,425100,421800,420000,419600,419700,420100,420800,420800,421100,422300,422400,421400,421700,422700,422500,421200,420100,419100,417900,416500,414200,411700,410700,411400,412400,412900,413400,414100,413900,413300,413200,413500,413600,413900,415000,416500,418100,419900,421800,422800,423400,424800,426400,427900,429800,432000,434100,436200,438600,440800,442800,444800,446100,446900,447900,449700,451000,452000,452800,454100,454700,454900,455100,455700,456600,457600,458300,458400,458600,459500,460600,461100,461300,461700,462100,462600,463500,464200,464500,464700,465000,465300,466100,467200,468600,470300,471600,472600,474200,475600,476900,478200,479600,480700,481800,483100,484500,485500,486500,487500,488800,490000,491000,492200,495000,498200,499900,500300,501300,502400,503500,504700,506100,507700,509500,511300,512700,514000,515400,516600,516400
59,"Washington",13,208800,209100,209600,210200,211000,212000,213100,214300,215700,217000,218400,219600,220700,221900,223200,224400,225700,227000,228300,229600,231000,232400,233900,235500,237300,239200,241300,243700,246100,248400,250400,252000,253300,254200,255000,255800,256900,258200,259700,261400,263100,264900,266800,268800,270900,273100,275300,277300,279100,280800,282400,283700,285000,286300,287700,289300,290900,292700,294300,295600,296600,297400,298100,298600,299200,300000,301000,302200,303600,305100,306500,307600,308400,309000,309400,309800,310300,311100,312300,313800,315400,317100,318900,320700,322600,324500,326200,327800,329300,330900,332600,334600,336800,339400,342200,345200,348400,352000,355900,360100,364500,368900,373400,377800,382300,386800,391300,396400,402300,408700,415700,423100,430500,437500,444100,450200,456100,461600,466800,472100,477800,483500,489000,494100,498800,502900,506400,509200,512000,514800,517200,519700,522400,524500,525700,526200,526200,525700,524500,522800,521100,519200,516300,513200,510300,506900,502600,497700,492400,487400,482800,478500,474900,471500,466800,461100,455600,449700,443800,439400,436400,434300,432500,431700,430100,429500,430900,429400,424700,421400,418900,415400,412700,410100,407800,405900,403100,399300,395900,394000,391600,388900,387200,386800,385700,384200,383100,382200,381800,381100,380700,381200,382900,384700,387400,390000,392600,395300,397800,399800,402000,404600,408000,412600,418000,422900,426300,429200,432100,434500,436400,438200,439500,440900,442600,444900,447400,450000,453100,456200,459100,462700,466200,469100,471700,474500,476700,479700,484400,489100,493100,497800,502800,507500,512400,517200,521900,526300,530900,536800,542800,548200,554200,560800,566600,572300,578700,585800,592600,599200,605700,612000,620000,629300,637200,642900,647300,651300,656500,662200,668300,675900,683100,686500,688500,692500,696200,696500,696100,698800,701900,702900,704200,706600,707200,706100,704300,701500
26,"Massachusetts",14,231800,232300,232900,233600,234400,235200,236100,237000,238000,239200,240200,241100,242200,243500,244900,246400,248100,249700,251500,253400,255600,258100,260500,262800,265100,267400,269600,271800,273900,275900,278000,280100,282500,285100,287800,290600,293700,297000,300600,304400,308100,311900,315700,319600,324000,328600,333200,337700,342200,346800,351400,356200,361200,366100,371100,376300,381600,386800,391900,396700,401400,405800,410300,414600,418700,422700,426400,429900,433100,436100,438900,441600,444300,447100,450300,453700,457200,460900,464800,468900,473000,477000,480800,484400,487800,490800,493300,495500,497600,499800,502400,505200,508400,511700,515100,518600,522400,526500,531000,535900,540900,545800,550500,554700,558700,562400,566000,569500,572800,575400,577300,578500,579100,579200,579000,578300,577300,576300,575200,574100,572700,570800,568500,565900,563200,560700,558400,556200,554300,553000,552000,551000,549900,548500,546900,545000,542900,540600,538000,535100,532100,529200,526300,523100,520000,517100,514500,512300,510400,509100,508000,507200,506800,506900,506800,505800,504000,501400,498900,497700,497800,498300,498800,499300,499600,500600,502600,502700,501200,501200,502500,502600,501900,501000,499900,499000,498600,496700,493200,491600,492600,493200,492800,492800,492700,491900,491200,490800,491000,490700,490300,491000,492200,493600,495500,497900,499400,500700,503000,505600,506800,507300,509300,512700,516800,520700,524000,527100,530500,534100,537900,540500,541900,543800,546300,548500,551000,554100,557100,559100,561000,563100,564700,567000,570500,573300,575800,577900,579300,581200,584100,587300,590600,593400,595600,597200,598700,600300,601900,604000,607100,610100,613200,616400,619400,622600,625400,628300,632400,637700,642500,646800,650400,653300,655300,657000,659400,662800,666100,668700,671200,675300,680100,683300,686000,689900,693400,695800,698200,700000,701900,704200,706500,709300,712100,712500,710300,707100
22,"Indiana",15,148500,147700,146800,145900,145200,144500,144000,143800,144000,144300,144800,145200,145400,145700,146100,146700,147400,148000,148400,148500,148100,147200,146300,145500,145000,144900,145200,145600,146200,146800,147200,147100,146400,145100,143600,142300,141400,141200,141800,143000,144200,145300,146200,146800,147400,148100,148800,149500,150100,150600,151000,151500,152100,152800,153600,154700,155900,157200,158500,159600,160500,161200,161900,162500,163000,163600,164100,164600,165000,165500,165800,165900,165800,165800,165800,165900,166000,166300,166500,166800,167100,167600,168500,169700,170800,171300,171100,170200,169200,168500,168200,168200,168400,168700,169100,169600,170300,171200,172300,173200,173800,174100,174300,174600,175000,175500,176100,176700,177400,178100,178700,179400,180200,180900,181600,182200,182800,183200,183500,183700,184000,184300,184700,185200,185800,186300,186800,187100,187300,187600,187800,188100,188200,188400,188500,188600,188800,189100,189400,189800,190100,190300,190300,190300,190200,189900,189400,188900,188300,187800,187200,186700,186300,185900,185500,185100,184700,184200,183600,183100,182800,182600,182500,182400,182200,182100,182400,182500,182500,182800,183200,183400,183300,183200,183200,183000,182900,182800,182600,182100,181500,180900,180600,180400,180200,180100,180100,180000,179900,179800,179900,180200,180600,180900,181100,181500,182000,182600,183000,183500,183900,184000,183700,183500,183400,183400,183700,184200,184600,184900,185100,185400,185800,186200,186600,187000,187600,188400,189000,189400,190000,190400,190500,191000,191700,192300,192600,193200,193900,194500,195000,195800,196500,197000,197500,197900,198400,199200,200200,201100,201900,203000,204400,205700,206700,207900,208900,209500,210200,211300,212700,214000,215200,216400,217400,218300,219100,220000,220900,221900,222600,223600,225000,226600,228200,230300,232400,234400,236400,238700,241000,243100,244600,245900,246900,248000,248800,249200
8,"Arizona",16,167000,166900,167100,167400,168000,168700,169500,170300,171200,172200,173100,174000,175000,176000,177000,177900,178800,179700,180600,181400,182200,182900,183600,184100,184500,185100,185800,186500,187400,188300,189100,190000,191000,191900,192900,193900,195000,196100,197200,198300,199500,200600,201800,203000,204200,205600,207000,208500,209900,211200,212400,213400,214300,215200,216200,217500,219100,220700,222300,223800,225100,226100,226900,227600,228200,228900,229700,230600,231700,232800,233900,234800,235600,236400,237200,238000,238900,240100,241300,242700,244100,245500,246700,247900,249000,250300,251700,253100,254700,256500,258400,260400,262500,264800,267100,269800,272800,276300,280600,285700,291500,297800,304800,312300,320600,329300,338500,348500,359900,372300,385400,398800,411600,422900,432400,439800,445500,449800,453300,456200,458100,458800,458200,456500,454000,451300,448500,446100,444200,442800,441500,440300,439000,437300,434800,431600,427600,422900,417400,411700,405700,399600,393200,386700,380700,375000,369400,363900,358500,353000,347400,342000,336600,331500,326000,320100,314200,308300,303000,299100,296700,294800,293200,292200,291500,291200,291200,290500,288800,286800,285000,282200,278600,275900,274400,272100,269900,268500,267500,266500,265000,262800,260800,259200,258300,257800,258300,260000,261900,263300,264900,267400,270900,274700,278100,281600,285000,287600,289700,292200,294500,296300,298600,301800,305300,309100,313100,317000,320400,323400,325400,326700,327900,329200,330400,331000,331300,332000,333000,333500,333600,334400,335600,336700,337400,338000,338500,339000,340200,342100,344000,345800,347800,349700,351100,352100,353200,354300,355000,355900,357300,358500,359600,361600,363800,365400,367000,368800,370000,370600,371500,373300,375300,377200,379000,380800,382100,383700,385500,387000,388700,391500,394500,396600,398300,400200,402200,404300,406500,409100,411800,413700,415400,417800,419500,419900,419800,419600
53,"Tennessee",17,132200,133000,133900,134800,135700,136400,137100,137800,138500,139300,140000,140500,141000,141500,141900,142300,142800,143200,143700,144100,144500,145000,145400,145800,146300,146900,147500,148200,148900,149600,150200,150700,151100,151500,151800,152000,152400,152900,153600,154400,155300,156200,157000,157800,158600,159400,160200,160800,161400,161800,162100,162400,162800,163200,163600,164100,164700,165500,166200,166800,167200,167500,167700,167900,168000,168200,168400,168600,168900,169100,169400,169700,170000,170200,170500,170800,171300,171900,172500,173200,173900,174400,174900,175400,175900,176600,177200,177800,178500,179200,180100,180800,181600,182300,183000,183600,184400,185400,186600,188000,189400,190700,192100,193500,195000,196500,198000,199600,201400,203200,205000,206900,208700,210500,212200,213700,215100,216600,218100,219700,221400,223000,224600,226100,227600,229000,230300,231600,232800,233900,234700,235500,236400,237100,237500,237900,238100,238100,237900,237500,237200,237000,236800,236700,236800,236500,235800,234800,233600,232500,231600,230700,230100,229700,229100,228600,228000,227000,225900,225100,224600,224200,224000,224100,223600,223600,224600,224300,222400,221600,221800,221400,220800,220100,219600,219100,218700,218100,217500,217100,216900,216600,216300,216100,215900,215600,215100,215000,215100,214800,214400,214300,214700,214900,215100,215500,216000,216500,216800,217000,217200,217300,217500,218100,219100,220300,221400,222300,223200,224100,225100,226100,227000,228000,228700,229500,230600,231600,232500,233400,234200,235100,236100,237000,237800,238400,239000,240000,241300,242700,243800,244900,246200,247500,248800,250100,251400,252700,253800,255100,256700,258300,260100,261900,263800,265800,267500,269000,270900,272900,274700,276300,277800,279200,280400,281900,283300,284600,285600,286700,287800,289800,292400,294800,296500,297700,298800,300200,302000,304100,306100,307800,309300,310800,312400,313200,313500,313600
32,"Missouri",18,145300,145600,145900,146300,146700,147200,147700,148100,148500,148800,149200,149500,149900,150400,150900,151300,151800,152200,152700,153400,154200,155100,156100,157000,157800,158600,159300,160000,160600,161200,161800,162300,163000,163700,164400,165100,165700,166300,166900,167500,168100,168700,169300,170000,170700,171600,172400,173200,174000,174800,175700,176600,177500,178300,179200,180000,180900,181800,182700,183700,184600,185600,186400,187200,187900,188600,189300,190000,190900,191800,192800,193700,194500,195300,195900,196600,197200,197900,198700,199400,200200,201000,201900,202800,203700,204700,205600,206600,207500,208400,209400,210400,211500,212500,213400,214200,214900,215600,216500,217400,218400,219300,220200,220900,221300,221400,221400,221400,221600,221900,222300,222800,223300,223900,224600,225300,226200,227100,227900,228900,229700,230500,231200,232000,232700,233300,233900,234200,234400,234700,234800,235100,235500,235700,235700,235700,235500,235300,235100,234900,234900,234900,234800,234600,234300,233800,233200,232500,231800,231200,230600,230200,230000,229700,229400,229100,228700,228000,227100,226000,225000,224100,223300,222800,222600,222700,223100,222400,220800,219600,219400,219100,218800,218200,217600,217200,216400,215500,214800,213900,213200,213300,213200,213200,213700,214100,213900,213400,212500,211400,210800,211000,211600,211800,212000,212800,213700,214700,215600,216000,216600,217200,217300,217800,219000,220400,221200,221700,221700,221700,222300,223300,224200,224800,225600,226400,226900,227200,227300,227200,227100,227300,227500,227600,228100,228900,229600,230400,231400,232700,234200,235700,237100,238600,239700,240700,241800,242700,243300,244000,244900,246000,247200,248100,249100,250200,251100,252200,253400,254700,256000,257500,258800,259700,260600,261600,262600,263500,264500,265700,266700,268400,270800,272700,273800,275200,277000,279000,280400,281700,283100,284500,285700,286600,287100,287200,287400,287500
27,"Maryland",19,217200,216800,216300,215800,215400,215200,215300,215600,216100,216700,217200,217400,217300,217200,217100,217000,216900,217000,217200,217300,217500,217700,217800,217800,217900,218200,218700,219200,219900,220600,221400,222200,223200,224200,225100,226000,226800,227600,228500,229500,230700,231900,233300,234900,236800,238700,240500,242000,243400,244900,246300,247900,249500,251400,253400,255700,258100,260600,263100,265300,267600,269900,272200,274600,277100,279800,282500,285400,288400,291600,294900,298500,302300,306200,310200,314300,318300,322400,326600,331000,335400,339900,344400,349100,353900,358800,363600,368500,373300,378100,382900,387600,392300,397100,402000,407200,412800,419000,425800,433200,440800,448500,456200,463900,471700,479500,487000,494700,502700,510600,518300,525800,532700,538800,544100,548700,552600,556000,558900,561800,564700,566900,568500,569600,570100,570200,569800,569000,568000,566900,565600,564500,563400,561400,558400,554900,550800,546400,541800,536800,531800,526800,522000,518000,514300,509800,504500,499200,493900,489200,485200,481500,478000,474700,471200,467800,464000,458900,453700,450400,448700,447900,447600,447400,447500,447900,449000,446200,440500,437600,437800,436300,434000,432100,430800,429500,428100,426600,424700,423100,422300,421700,420500,419200,418300,416700,414300,412100,410600,409900,409700,410700,412800,414900,416200,417700,419500,420900,421500,421800,422300,422500,422600,423800,425600,427500,429900,432300,434000,435400,437000,439000,440700,441600,442000,442900,443300,443300,443800,445000,445400,445500,446200,446500,446000,445900,446100,446200,446700,447300,447500,447900,448100,447900,448100,449000,450000,450500,450700,451500,453400,456000,458400,460100,461300,462100,463000,464100,465100,465900,466600,467500,468800,469800,469900,469400,469500,470700,472100,473200,474300,476100,478600,481100,483000,484200,484600,485000,486400,488300,489900,490700,491800,493500,495300,496300,496400,495600
60,"Wisconsin",20,146500,147300,148200,149000,149700,150500,151200,152000,152800,153700,154500,155100,155500,155800,155900,155800,155500,155000,154600,154300,154400,154700,155100,155400,155600,155900,156200,156600,157200,157900,158800,159700,160700,161800,162800,163700,164600,165400,166100,166800,167500,168300,169200,170200,171600,173200,174700,176200,177700,179100,180500,181800,183000,184000,185000,185900,187000,188100,189200,190200,191300,192300,193300,194400,195400,196500,197500,198700,200000,201500,202900,204300,205500,206500,207300,207900,208400,209100,209900,211000,212300,213700,215200,216600,218000,219500,221000,222600,224200,225800,227400,228900,230600,232300,234300,236200,238200,240100,242000,243800,245800,247700,249200,249800,249200,247400,245200,243400,242500,242600,243500,245100,246800,248400,250000,251300,252700,253900,255100,256300,257200,257900,258400,258700,258800,258800,258800,259000,259500,260300,261100,261700,262100,262100,261800,261300,260800,260300,260000,259700,259500,259300,259000,258500,257900,257000,255800,254600,253400,252400,251600,250900,250300,249700,249300,248900,248300,247500,246400,245500,244600,244000,243500,243200,242900,242900,243200,243000,242100,241700,241600,241100,240300,239200,237800,236400,235200,234300,233300,232200,231300,230500,229500,228700,228400,228100,227900,227800,227700,227500,227100,226800,227000,227400,227800,228100,228600,229200,229700,230100,230400,230900,231700,232700,233500,234100,235200,236300,237100,237800,238700,239600,240500,241400,242200,243000,243900,244800,245700,246500,247400,248200,248700,249200,249700,250000,250300,251100,252200,253300,254700,256200,257400,258500,259600,260700,261900,263000,264000,265300,266700,268100,269400,270400,271500,272800,274000,275200,276300,277400,278400,279800,281300,282500,283600,285000,286300,287600,288700,289500,290500,291800,293300,294500,296000,298100,300100,302000,303900,306000,308300,310300,311900,313300,314600,315400,315800,315900
31,"Minnesota",21,136900,137400,138200,139100,140200,141200,142200,143100,144000,144900,145800,146400,147000,147700,148400,149200,150100,150900,151800,152600,153200,153800,154100,154400,154700,155100,155700,156500,157600,158800,160300,161700,163200,164700,166300,168100,170100,172100,174200,176300,178200,180000,181800,183600,185400,187300,189100,190800,192600,194400,196400,198500,200800,203100,205400,207600,209700,211700,213400,215000,216700,218600,220800,223300,225900,228500,231100,233500,235900,238300,240700,243200,245500,247600,249500,251100,252400,253800,255200,256900,258800,260700,262600,264600,266500,268400,270300,272300,274200,276200,278300,280400,282700,285100,287500,289900,292400,294700,296800,298900,300800,302600,304300,306000,307800,309700,311700,313800,316100,318000,319600,321100,322400,323700,324900,325900,326800,327600,328100,328700,329300,329700,329800,329600,329300,328900,328600,328300,328400,328700,328700,328600,328300,327400,326000,324700,323500,322400,321200,319500,317500,315400,312900,310800,309100,307000,304400,301900,299300,297000,294900,292900,291300,290000,288600,287500,286300,284000,281500,280100,279500,279400,279400,279600,279000,278800,280200,279800,276800,275800,276300,275400,273400,270800,268200,266200,264200,262100,259200,256500,255100,254400,253800,253600,253400,253600,253800,254000,254200,254500,254700,255400,256700,258200,260000,262200,264300,266000,267500,269100,270900,272700,274000,275100,276300,278000,280000,282000,284300,286600,288700,290600,292000,292600,293200,295000,297400,299000,300100,300900,301500,301900,302100,302100,302400,303200,304500,306200,308300,310000,311300,312400,313600,314800,315800,316800,317800,318900,320500,322300,323900,324700,325600,326800,328000,329500,331200,332500,333800,335600,337500,339500,341400,343100,344700,345800,346500,347500,348600,349300,350400,352200,354400,356400,358100,359500,360200,361200,362800,364200,365700,367600,369800,371600,372800,373400,374000,374200
10,"Colorado",22,208400,207900,207400,207100,207100,207400,207900,208600,209300,209900,210300,210600,211100,211900,212800,214000,215400,216800,218200,219400,220400,221200,221700,222200,222900,223900,225400,227400,229800,232300,234900,237600,240200,242700,245100,247400,249900,252400,255000,257700,260400,263000,265700,268500,271500,274700,278000,281500,285000,288400,291700,294900,297900,300900,303900,307000,310200,313500,316600,319600,322400,324800,326800,328500,329900,331100,332000,332900,333700,334700,335700,336700,337500,338100,338500,338800,338900,339000,339100,339300,339500,339800,340300,340800,341200,341300,341300,341300,341300,341500,342000,342700,343700,344900,346100,347200,348400,349700,351100,352700,354300,356100,357800,359400,360800,362100,363300,364800,366700,368800,371000,373300,375600,377800,379900,382000,384100,386100,387800,389500,391300,392900,394400,396200,397800,399400,400700,401900,403100,404200,405000,405900,406900,407800,408400,409100,409700,410000,409900,409300,408400,407500,406400,405500,404900,404200,403200,402200,400800,399500,398500,397700,397100,396900,396300,395400,394300,392500,390400,388700,387400,386400,385400,384800,383700,383500,384500,384000,381200,379200,378300,377000,375600,374300,373300,372100,370600,368600,366500,365300,365200,365400,365100,364500,364100,364000,364100,365000,366300,367100,367600,368500,369900,371500,373400,375100,376900,378900,380700,382300,383900,385700,387500,389900,392800,395500,398500,402200,405800,408700,411400,413800,415600,417200,418900,421000,423400,426400,429400,432100,434900,437900,440600,443300,446500,450000,453300,457000,461100,465400,469800,474300,478000,481000,483900,486700,489600,492300,494700,497700,501100,504400,507700,511500,515000,518000,520800,523400,526200,529700,533700,537500,541100,543700,545300,546600,548300,550000,551900,553500,555400,559500,564700,568500,571000,573700,576400,578700,581000,584600,589900,594700,598100,600800,603200,604300,604400,603900
4,"Alabama",23,143500,143100,142900,142900,143200,143500,143900,144200,144300,144500,144700,145100,145600,146100,146600,147000,147400,147700,148100,148400,148700,148900,149000,149100,149200,149500,149800,150100,150600,151200,151800,152400,153100,153800,154400,155100,155900,156500,157000,157400,157700,157900,158100,158200,158400,158600,158800,159200,159600,160100,160600,161200,161800,162400,163000,163800,164800,165800,166700,167700,168500,169100,169400,169600,169600,169600,169600,169500,169600,169700,170000,170300,170600,170900,171200,171500,171700,172000,172400,172800,173400,174000,174500,175100,175600,176300,177100,178000,178900,179800,180700,181500,182300,183100,183900,184800,185700,186600,187600,188700,189900,191100,192200,193200,194000,194400,194300,193900,193400,193200,193500,194300,195500,197000,198500,200200,201900,203600,205300,207300,209500,211700,213700,215600,217200,218400,219100,219700,220200,220900,221700,222600,223600,224100,224000,223300,222400,221600,221100,220800,220700,220600,220500,220500,220700,220600,220100,219300,218400,217500,216700,216000,215500,215000,214300,213800,213300,212600,211700,210700,209800,208900,208100,207500,206700,206300,206600,206300,204700,203600,203600,203600,203100,202200,201300,200400,199500,198600,197600,196600,196100,196100,196100,196000,195600,195100,194800,194600,194200,193900,193700,193800,194100,194500,194900,195700,198100,201400,203500,204500,205600,207000,208400,210000,211800,213200,214300,215500,216600,217800,219500,221600,223300,224700,225500,225900,226300,226800,227400,227900,228300,228400,228700,229400,230200,230400,229900,229500,229500,229500,229500,229700,229600,229200,228800,228900,229400,229700,230200,231000,231700,232200,232600,232900,232800,232600,232700,232900,233200,233300,233400,233800,234700,235400,235700,235800,235800,235700,235400,235300,235700,237200,239600,242000,243300,244300,245400,246900,248500,250100,251700,253000,253700,254000,254500,254600,255000,255800
51,"South Carolina",24,130800,131500,132700,134500,136500,138700,140900,143200,145400,147600,149900,152100,154000,155500,156700,157700,158400,158900,159300,159400,159300,159100,159300,159800,160600,161300,161900,162400,162800,163200,163800,164400,164900,165400,166000,166900,167700,168800,169900,171000,172200,173400,174700,176100,177600,179200,180900,182600,184000,185200,186100,186800,187300,187800,188300,188900,189500,190200,191000,191600,192100,192400,192600,192900,193100,193400,193700,194100,194500,194800,195200,195500,195900,196400,197100,197900,198800,199700,200600,201500,202400,203300,204000,204800,205600,206600,207600,208600,209800,211000,212200,213500,214700,216000,217300,218500,219900,221300,222800,224500,226200,228000,230000,232000,234000,236100,238200,240600,243300,246100,249000,252000,254900,257800,260700,263600,266500,269500,272300,275300,278400,281300,284100,286900,289500,291800,293700,295000,295900,296500,296800,297100,297300,297200,296700,296100,295200,294300,293500,292700,292100,291500,290600,289500,288400,286800,285000,283100,281100,279100,277200,275300,273700,272300,270800,269300,267800,266000,264100,262500,261200,260100,259200,258600,258000,257800,258600,258000,255700,254200,253900,253000,252000,250900,249600,248200,246700,245000,243200,242100,241700,241300,240600,240000,239800,239500,239100,239100,239200,239000,238600,238800,239600,240300,240700,241000,241500,242100,242800,243100,243500,243800,244200,244600,245200,246000,247100,248200,249100,249900,250900,251500,251800,252000,252400,253100,253700,254000,254100,254100,254200,254400,254600,255000,255900,256900,257600,258200,259200,260500,261800,263100,264200,265200,266000,266600,267800,269300,270500,271400,272900,274800,276800,278800,280600,282200,283500,284700,286000,287400,288300,289300,290400,291100,291900,293100,294100,294700,295400,296400,297100,298600,301300,304100,306000,307600,308800,309800,310900,312700,314900,317100,318800,319900,320700,321000,320700,320000
